sex,rings,length_mm,diameter_mm,height_mm,whole_weight_g,shucked_weight_g,viscera_weight_g,shell_weight_g
F,16,113.99999999999999,87,28.000000000000004,161.7,64.7,36.6,44
I,16,120,89,35,211.39999999999998,76.6,43.2,71
I,10,82,60,23,51.9,19.400000000000002,10.299999999999999,16
F,9,90,65,27,87.6,36.1,23.3,22
M,5,55.00000000000001,40,16,19.8,7.3999999999999995,4.8,6
I,9,97,71,24,101.69999999999999,42,24.4,27
F,13,124,97,33,233.2,96.6,47.599999999999994,71
F,12,96,76,27,101.4,38.3,27.3,31
F,17,101,82,30,126.89999999999999,48.6,26.700000000000003,43
M,11,80,62,22,62.8,27.6,11.4,20
I,11,90,71,23,87.7,36.8,21.6,22.5
M,9,70,52,18,39,14.899999999999999,8.200000000000001,13.100000000000001
M,16,88,70,28.000000000000004,90.2,34.2,14.099999999999998,36.8
M,7,53,40,13,16.8,6.800000000000001,2.1,6
M,4,33,25,8,4.9,1.9,0.8999999999999999,1.6
F,19,141,111.00000000000001,40,293.7,94.3,64.7,104
F,16,107,85,31,155.29999999999998,60.4,31.3,50
I,11,98,77,28.000000000000004,108.5,39.6,25.4,35
F,15,96,74,26,117.7,49.5,30.099999999999998,31.900000000000002
F,12,79,60,21,67.5,28.7,15.1,19.6
I,12,75,56.00000000000001,20,51.300000000000004,23.3,11.700000000000001,14.499999999999998
M,10,69,53,18,32.6,12.3,7.3999999999999995,9.700000000000001
I,12,110.00000000000001,83,27,161.9,59.699999999999996,40.300000000000004,56.00000000000001
I,16,127,96,40,273.09999999999997,125.1,51.9,85
I,13,114.99999999999999,95,34,193.4,75.5,56.8,55.00000000000001
F,10,109.00000000000001,87,30,137.1,58.099999999999994,28.999999999999996,45
F,10,77,61,25,62.8,29.2,11.1,16
F,11,102,68,36,140.1,62.4,33,40
I,13,88,68,25,97.89999999999999,34.699999999999996,17.5,40
I,12,90,72,25,90,38.2,17.299999999999997,28.999999999999996
I,8,78,60,21,51.800000000000004,19.1,7.6,17
F,12,85,65,27,76.4,29.299999999999997,15.8,28.000000000000004
F,11,90,70,25,88.7,37,18,28.999999999999996
I,15,132,105,36,338.7,120.5,80.10000000000001,84
F,16,137,105,35,342,108.3,61.8,115.99999999999999
F,12,117,95,37,171.5,69.3,35.699999999999996,55.00000000000001
I,17,108,87,28.999999999999996,194,85.7,44,52.800000000000004
F,12,98,78,27,118,43,25,36.9
M,14,86,66,19,68,26.3,17,22.400000000000002
F,13,91,73,22,77,33.2,9.2,26.900000000000002
I,13,99,76,28.999999999999996,103,35,19.6,42.4
F,12,96,76,28.999999999999996,118,46.400000000000006,28.199999999999996,46
I,14,94,80,32,102,32.300000000000004,14.6,39.6
M,11,83,64,20,60.099999999999994,24.3,11.5,20.8
I,13,98,77,23,136.60000000000002,65.3,32.300000000000004,33
I,10,94,75,21,93.60000000000001,33.300000000000004,21.6,34
I,11,89,69,26,81.5,27.3,12.9,36
F,13,102,76,26,116.8,44.800000000000004,27.1,37
F,15,104,81,28.999999999999996,165.79999999999998,70.7,33.7,41
I,8,95,73,28.000000000000004,90.9,34.2,23.599999999999998,31.6
F,10,91,72,22,87.7,41.199999999999996,19.6,25
I,10,87,68,22,81.39999999999999,33.7,14.6,26
I,6,78,60,20,61.7,27.700000000000003,14.7,17
I,8,75,56.99999999999999,20,47.8,21,11.1,14.000000000000002
M,5,56.99999999999999,43,15,21.2,8.3,4.6,7.000000000000001
I,20,115.99999999999999,89,34,235.6,78.7,43.3,63
F,19,115.99999999999999,88,35,214.6,80.10000000000001,46.9,67
M,9,82,63,19,61.199999999999996,24.2,14.7,18
M,9,82,60,20,60.199999999999996,24.8,13.8,18
I,10,108,81,30,151.7,61.4,41.5,38
M,11,66,49,17,34.2,13.100000000000001,7.3,11
I,11,88,62,23,72.5,26.8,16.400000000000002,24
M,5,56.00000000000001,42,13,18.099999999999998,7.000000000000001,4,6
I,17,118,93,39,217.70000000000002,73.7,37.4,75
I,13,122,96,33,219.4,84.3,52.800000000000004,67
I,17,122,92,34,255.6,82,51.4,74
M,12,91,69,25,88,33.800000000000004,21.3,27
M,10,66,47,18,32.6,12.3,6.800000000000001,11
I,16,88,66,27,104.4,34,18.099999999999998,39
M,19,108,81,31,194.3,64.5,38.800000000000004,57.99999999999999
F,10,95,75,25,117.6,47.4,34.300000000000004,31
F,10,92,66,30,106.5,41.699999999999996,36.1,25
I,6,62,47,18,25.4,9.6,6.2,8
I,5,51,38,14.000000000000002,16.3,5.6000000000000005,3.2,6.2
M,8,67,51,15,32.7,12.3,6.9,11.4
I,8,59,42,16,20,7.6,5.2,6.2
I,5,38,26,9,5.3,1.7999999999999998,1,1.7999999999999998
M,19,109.00000000000001,87,33,199.10000000000002,64.9,53.300000000000004,65
M,15,99,80,24,132.1,52.1,32.2,38
M,14,100,75,26,144.2,61.1,34.5,44
F,7,61,45,14.000000000000002,29.7,11.700000000000001,6.7,9
F,13,95,70,23,97.39999999999999,38.800000000000004,29.099999999999998,25
M,13,103,80,25,191,68.2,50.7,52
M,18,109.00000000000001,82,28.999999999999996,174.6,60.699999999999996,39.2,62
M,13,148,107,37,330,146.8,90.10000000000001,67
M,16,112.99999999999999,93,30,225.70000000000002,75.4,70.5,66
M,10,112.00000000000001,88,32,222.29999999999998,100.69999999999999,55.7,52
M,13,109.00000000000001,84,25,194.9,70.6,34.8,61
M,19,129,103,37,292.09999999999997,116.7,63.1,82
M,10,114.99999999999999,87,26,202.1,73.6,44.4,64
M,13,124,96,32,215.3,82.39999999999999,50.6,60
F,13,121,90,33,244.49999999999997,71.39999999999999,40.400000000000006,77
M,18,121,95,32,323.20000000000005,109.89999999999999,66.4,68
F,12,95,75,30,111.80000000000001,39.1,24.3,38.9
M,9,73,56.99999999999999,17,44.1,17.1,10.299999999999999,14.000000000000002
F,8,92,70,23,88,38,20.5,26
M,10,106,86,27,175.8,56.00000000000001,43.3,50
M,18,96,79,30,136.3,42.9,28.1,49.9
M,13,91,69,30,115.9,33.7,25,43
I,9,70,53,22,41.8,13.200000000000001,11.799999999999999,15
M,8,74,56.00000000000001,21,44.800000000000004,16.3,11.5,15
I,7,68,50,15,35.3,15.7,8.1,10
I,8,70,56.00000000000001,15,39.2,16.400000000000002,8,12.8
I,6,70,53,16,38.4,16.2,9.3,10.6
I,7,78,63,18,61.9,29.4,10,18
I,7,79,62,19,62.6,26.200000000000003,14.399999999999999,18.6
I,6,83,62,21,71.89999999999999,33.4,16.6,18.3
I,7,86,64,20,77.10000000000001,38.4,14.899999999999999,20
I,8,96,71,23,115.7,50,21.2,36.8
M,9,98,79,24,134.8,66.5,24.7,37
F,7,98,74,21,105.3,49.8,20.1,29.599999999999998
F,9,112.00000000000001,93,32,206.3,86.4,40.5,67.4
M,7,112.00000000000001,90,28.000000000000004,180,94.39999999999999,36.4,43.6
M,9,115.99999999999999,92,30,203.29999999999998,98.2,44.2,53
F,8,115.99999999999999,96,36,249.9,98.9,54,74.2
M,8,118,94,27,233.70000000000002,107.80000000000001,55.800000000000004,56.00000000000001
F,10,119,95,33,229.6,88.8,42.8,74
M,11,120,95,30,217.79999999999998,103.89999999999999,44.6,58.4
M,9,122,94,31,206.5,99.4,43.5,55.7
F,11,126,95,30,234.39999999999998,107.2,50.8,63.2
M,10,128,102,34,274.3,113.39999999999999,61.4,81.8
F,10,130,109.00000000000001,37,301.1,131.29999999999998,68.2,86
M,13,142,110.00000000000001,40,380.90000000000003,176.4,88,100
M,13,148,121,40,498.50000000000006,229.1,114.99999999999999,104.69999999999999
I,4,50,36,13,16.1,6.9,3.6999999999999997,4.3
I,6,56.00000000000001,42,13,22.2,8.5,5.7,6
I,6,65,48,15,30.4,13,6.1,9
I,5,70,53,19,39.800000000000004,14.6,9.8,12
I,6,72,54,18,43.8,19.400000000000002,8.1,13
I,6,73,54,21,43.1,18.3,9.5,12.6
I,6,74,56.00000000000001,18,51.300000000000004,25.1,12.9,12.9
I,7,75,56.99999999999999,18,51.4,20.9,12.4,15
I,6,76,55.00000000000001,19,50.1,18.9,13.100000000000001,15
I,8,79,60,18,55.800000000000004,26.8,9.8,15
I,6,86,67,21,75.6,37.6,15.7,18
I,8,88,70,25,91.2,42,19.1,26.200000000000003
I,7,93,74,20,101.1,46.800000000000004,22,28.000000000000004
F,7,93,71,23,94.1,39.1,23.599999999999998,25.2
M,8,96,74,26,128.6,69.8,23.1,27
I,7,97,74,20,102.60000000000001,43.8,21.5,26
F,9,98,80,23,113.79999999999998,51.2,26.5,28.999999999999996
I,8,99,80,28.999999999999996,115.6,50.9,26.1,32.9
I,8,100,77,22,119.19999999999999,60.3,20.8,30.2
F,8,101,78,24,114.5,51.1,26.5,29.2
M,7,104,78,24,128.7,57.699999999999996,31.4,32.2
M,7,104,79,25,162.3,80.7,33.2,40
F,7,105,88,25,142.3,64.1,31.8,38.3
M,8,110.00000000000001,88,31,183.1,72.89999999999999,39,50
F,8,111.00000000000001,88,28.999999999999996,176.29999999999998,86,39.5,43.1
F,8,111.00000000000001,84,22,186.20000000000002,88.9,34.2,45
F,8,114.99999999999999,92,33,213,99.7,42.9,56.3
M,9,120,95,31,227.70000000000002,100.4,45.9,62
F,12,122,96,32,246.8,119.6,47.599999999999994,63
F,10,122,99,35,252.70000000000002,106,63,69.1
F,8,122,94,32,214.9,98.5,47.199999999999996,57.99999999999999
M,8,123,101,38,280.6,134.3,58.5,73
M,9,124,97,33,226.5,104.69999999999999,50.1,56.49999999999999
F,11,125,99,32,222.29999999999998,89.9,56.49999999999999,69
F,10,125,94,34,250.99999999999997,105,48.3,81
M,11,125,97,34,287.40000000000003,117.10000000000001,58.599999999999994,95
M,10,127,99,31,272.7,116.6,59.699999999999996,59
F,9,128,96,39,228.7,98.3,46.9,70.6
M,9,128,100,34,290.9,128.4,71.5,70.8
M,10,132,105,36,295.6,116.3,76.2,74.4
F,11,133,104,33,337.7,145.9,81.39999999999999,85.3
F,10,143,117,46,414.49999999999994,173.10000000000002,81.89999999999999,112.99999999999999
M,11,144,112.99999999999999,40,357.4,143.6,77,105.80000000000001
F,9,145,115.99999999999999,37,304.59999999999997,160.9,71.89999999999999,87.5
I,3,33,24,10,4.2,1.5,0.8999999999999999,2.8000000000000003
I,4,42,30,11,9.1,4,1.3,2.6
I,6,71,53,17,48.699999999999996,24.4,10.5,12
I,6,80,63,17,53.5,23.200000000000003,11.700000000000001,15.299999999999999
I,7,80,57.99999999999999,20,51.6,20.8,11.799999999999999,16.3
I,6,80,60,22,59.699999999999996,27.500000000000004,14.2,15
I,7,87,67,22,82.19999999999999,40.5,18.9,20
I,7,88,66,22,76,39.4,15.8,18
I,8,90,68,21,87.7,42,18.5,24
I,6,93,69,21,80.30000000000001,48.4,6.9,21.8
I,7,94,71,28.999999999999996,89.7,31.2,20.4,24.6
I,7,94,71,23,83.1,33.4,16.8,27.800000000000004
I,8,95,84,32,141.9,70,30.099999999999998,36.9
I,7,97,74,23,127.4,76,26.700000000000003,25.6
F,8,101,95,32,223.1,101.8,47.8,61.3
I,8,102,81,26,119.8,61.3,23.1,29.7
I,8,104,76,26,106.89999999999999,47.5,24.4,30.7
F,8,106,84,28.000000000000004,125.4,58.099999999999994,23.3,36.6
M,10,107,84,32,149.3,69.6,30.3,43.7
M,8,110.00000000000001,88,32,197,92.9,40.2,54
M,8,111.00000000000001,88,28.999999999999996,170,83.3,33.7,46
M,8,111.00000000000001,88,30,167.6,83.1,29.2,46
F,9,111.00000000000001,86,27,162.4,81.10000000000001,32.6,44.3
M,8,112.00000000000001,83,26,152.29999999999998,73.9,34,39.1
M,8,114.99999999999999,88,28.999999999999996,174,78.9,43.9,45
F,9,117,90,28.999999999999996,196.70000000000002,96.89999999999999,48.4,44
M,10,118,92,28.999999999999996,185.8,76,48,51
F,9,119,94,33,203.10000000000002,98.2,38.1,57.8
M,8,120,82,28.999999999999996,187.79999999999998,89.5,39.2,53.6
M,12,120,95,32,232.79999999999998,100.89999999999999,52.7,67
M,10,122,94,35,242.79999999999998,106.3,56.699999999999996,65
F,11,123,98,38,226.9,93.89999999999999,51.4,69.6
F,10,124,102,36,246.60000000000002,118.39999999999999,54.800000000000004,64.4
M,10,125,99,36,216.29999999999998,94.3,50.8,62.7
M,9,125,94,35,235.8,121,51.6,54.2
F,11,128,100,33,232.7,110.80000000000001,47.8,64
F,9,128,95,35,230.9,97.3,68.2,57.599999999999994
F,10,129,104,35,266.9,133.4,53.300000000000004,71
M,9,130,101,36,293.8,142.3,66.7,76
M,11,131,104,36,298.4,143.70000000000002,72,71
F,11,131,108,35,311.7,145.70000000000002,80.4,77
F,9,132,100,35,265.5,111.20000000000002,56.10000000000001,81.69999999999999
M,10,134,105,36,332.3,160.1,72.89999999999999,86
F,12,138,105,38,298.4,128.5,78.10000000000001,84
F,11,140,114.99999999999999,40,347.3,155.1,79.3,92.2
F,11,140,112.00000000000001,35,332.1,172.10000000000002,65.5,79.60000000000001
M,11,142,113.99999999999999,39,269.6,179.7,88.7,90.7
M,10,143,109.00000000000001,36,348.09999999999997,174.2,69.39999999999999,89.8
F,11,144,109.00000000000001,37,343.7,158.5,80.2,93.60000000000001
I,3,43,30,11,8.200000000000001,3,1.7999999999999998,2.5
I,4,48,37,12,13.100000000000001,5.8999999999999995,0.1,4
I,4,52,41,14.000000000000002,19.400000000000002,8.3,3.8,6.1
I,6,64,48,17,26.200000000000003,12.3,5.3,7.6
I,6,66,46,17,33.900000000000006,15.8,5.2,10.100000000000001
I,6,67,52,17,38.4,19.400000000000002,6,10.8
I,7,70,52,18,35.3,14.399999999999999,7.1,11.5
I,6,70,53,17,34.699999999999996,15.5,6.800000000000001,11.200000000000001
I,6,72,53,15,35.699999999999996,15.7,7.000000000000001,10.8
I,7,72,53,18,41.099999999999994,19.2,7.3999999999999995,11.700000000000001
I,7,73,55.00000000000001,18,46.9,21.6,10.2,12.5
I,7,76,56.99999999999999,18,46.1,20.1,7.8,15.5
I,6,80,62,23,62.8,30.9,11.899999999999999,17.4
I,6,80,63,18,66,30.2,13.600000000000001,16
I,9,80,53,20,55.50000000000001,24.9,12.1,16
I,8,85,65,22,81,33.900000000000006,18.4,21.3
I,6,86,65,21,61.8,23.799999999999997,16,19.6
M,7,87,67,22,87.7,41.5,14.299999999999999,26.3
I,8,87,68,24,79.2,35.5,16.2,25
I,8,89,71,19,72.3,28.299999999999997,15.7,24
I,8,90,70,22,102.8,50.6,20.9,28.000000000000004
I,8,91,87,22,85.3,39,18,24.099999999999998
I,8,92,68,18,76.8,35.9,13.600000000000001,22
I,9,95,71,25,97.3,43.1,22.1,28.4
I,8,95,72,27,87.1,39.2,18.5,25
I,7,95,70,23,99.6,47.5,19.8,28.000000000000004
I,9,96,71,25,98.8,47.699999999999996,16.7,30
F,7,99,74,24,118.8,56.00000000000001,22,27.500000000000004
I,9,100,73,25,105.60000000000001,45.800000000000004,20.599999999999998,32.9
M,8,101,78,23,111.7,51.5,23.799999999999997,30.7
I,9,103,80,27,127.2,61.1,24.3,37.1
I,8,105,78,21,113.39999999999999,57.49999999999999,21.5,32
I,9,106,81,26,132.29999999999998,58.9,27.900000000000002,38
I,8,106,84,26,131.6,59.199999999999996,24.9,39.6
M,8,107,83,27,156,63.3,33.800000000000004,47.3
I,9,107,82,26,121.50000000000001,53.6,24.5,39.5
I,8,108,82,27,140.5,62,35.4,40
I,10,110.00000000000001,85,31,174.5,82.39999999999999,37.4,48.5
F,10,112.99999999999999,90,35,247.29999999999998,106.1,49.1,61.6
M,10,113.99999999999999,94,31,237.2,127.1,46.300000000000004,55.400000000000006
I,9,113.99999999999999,84,26,154.9,70.7,30.099999999999998,47.3
F,8,113.99999999999999,84,32,177.5,86.3,38.3,44.6
I,8,114.99999999999999,91,31,174.5,69.8,41.9,56.99999999999999
I,9,114.99999999999999,88,25,170.3,91.10000000000001,34.300000000000004,39.300000000000004
F,9,114.99999999999999,95,32,179,72.1,44.2,54.2
M,9,114.99999999999999,90,31,177.2,72.1,42.199999999999996,51.5
I,10,115.99999999999999,92,28.000000000000004,185.3,82.69999999999999,36.9,54
I,10,115.99999999999999,92,28.000000000000004,165.9,78.3,33,47.599999999999994
I,11,115.99999999999999,94,30,181.4,88.8,37.1,48.9
M,9,115.99999999999999,94,33,208.2,108,33.2,55.800000000000004
F,9,117,93,33,187.1,80.7,45.5,51.800000000000004
F,9,117,92,33,211.60000000000002,97.2,50,58.8
F,10,119,93,28.999999999999996,159.1,68.5,35.9,48.5
F,9,120,94,34,216.1,99.9,44.9,64.1
M,8,120,94,30,185.60000000000002,84.5,36.6,55.00000000000001
F,11,120,95,31,211.79999999999998,88.2,38,78
M,11,120,95,46,231.4,104.4,44.7,72
F,10,120,95,34,217.60000000000002,98.1,49.5,62
F,9,120,97,28.999999999999996,155.20000000000002,70.89999999999999,31.7,47.8
F,10,124,96,33,208.6,96.7,44.2,62
M,9,125,96,32,228.29999999999998,115.9,42.9,57.99999999999999
F,10,125,95,32,266.7,121,57.49999999999999,63.800000000000004
F,9,125,100,35,254.6,112.79999999999998,60.4,74.8
M,11,125,98,33,236.7,103.4,47.5,78
M,9,125,97,32,242.70000000000002,126.2,44.7,60.4
I,11,126,93,30,206.3,85.3,48,65
M,10,127,99,34,273.9,131.4,61.1,73
M,12,130,103,37,274.90000000000003,150,36.1,73.8
M,11,130,103,36,292.6,131.6,62.7,82.3
F,11,130,104,39,325.5,137.79999999999998,78.10000000000001,86.4
F,9,130,95,33,277.5,115.99999999999999,69.69999999999999,61.9
M,11,131,105,32,292,137.20000000000002,62.2,81
F,8,131,106,33,256.70000000000005,116.6,25.1,80
F,12,132,100,31,275.3,129.7,57.599999999999994,67
M,11,132,103,40,329.3,149.8,84.39999999999999,80.2
M,10,135,103,28.999999999999996,252.99999999999997,120.5,59.8,65
M,11,137,106,34,312,129.4,76.6,93
M,12,143,104,36,320,141.6,70.5,89
M,12,147,111.00000000000001,44,466.6,247.9,72.89999999999999,123.9
I,4,35,25,8,5.6000000000000005,1.9,1.6,1.7999999999999998
I,8,74,56.99999999999999,19,45.2,22.7,10.299999999999999,13.5
I,5,79,60,18,57.099999999999994,27.700000000000003,12.5,15.4
I,7,84,65,22,65,24.9,15.1,20.5
I,8,91,74,22,102.8,47.699999999999996,24.7,25.2
I,8,99,75,23,115.10000000000001,62,22.900000000000002,27.900000000000002
F,7,102,75,22,116.10000000000001,57.3,23.599999999999998,29.599999999999998
M,8,103,78,28.000000000000004,135.60000000000002,68.2,26.5,23.799999999999997
M,7,109.00000000000001,86,31,160.7,81.8,28.799999999999997,45.6
F,9,111.00000000000001,81,24,182.6,91.7,39.2,41.3
M,9,115.99999999999999,90,32,173.5,78.7,44.2,43
F,10,118,93,34,208.5,92.7,48,54
M,10,120,92,36,227.99999999999997,84.6,51.5,73
F,11,122,98,34,269.5,140.9,50,60.9
M,11,123,95,31,214.7,87.5,51.7,62
M,9,123,95,38,286.7,146.3,61,65.7
M,14,123,99,40,260.8,115.9,62.3,74.2
M,9,124,92,32,190.1,98.3,40,45.6
M,11,126,103,34,277,127.1,59.099999999999994,76
F,12,128,100,34,224.00000000000003,99.1,52.900000000000006,64
F,9,128,100,34,252.89999999999998,112.99999999999999,67.5,63
F,8,131,91,34,254.99999999999997,116.6,60.6,66.60000000000001
M,10,131,101,33,254,120.7,52.400000000000006,67
M,10,132,106,35,316.59999999999997,147.9,70.1,81
F,9,133,100,35,287.1,128.6,69,74
F,10,134,105,39,284,114.6,73.6,78.10000000000001
M,10,138,106,38,319.09999999999997,135.60000000000002,66.2,96
M,10,143,105,40,378,190,87.2,86.1
F,13,147,112.99999999999999,45,407.4,174,102.89999999999999,113.5
I,6,54,41,10,16.8,6,3.6999999999999997,5.800000000000001
I,7,56.99999999999999,45,14.000000000000002,20.1,8.5,3.6999999999999997,7.000000000000001
I,5,59,44,17,25.7,11.700000000000001,5.4,7.3
I,5,60,45,15,26.900000000000002,11.4,5.6000000000000005,8.799999999999999
I,5,60,44,13,23.9,10.4,3.1,7.000000000000001
I,6,72,53,17,37.9,14.499999999999998,10.299999999999999,11
I,6,74,55.00000000000001,19,51.4,20.3,11,16.5
I,8,78,57.99999999999999,18,54.900000000000006,27,9.1,15.6
I,6,87,65,20,68.4,26.700000000000003,16.7,21
I,8,88,68,21,68.8,24.6,16.2,25
I,8,88,64,19,65.5,29.9,11.799999999999999,20
I,7,89,69,24,80.7,33.800000000000004,16.5,26
I,9,93,74,23,81.5,30.3,18.7,29.099999999999998
I,8,93,71,24,99.5,47.5,19.8,28.000000000000004
I,8,94,69,24,73.7,30.5,12.3,25
I,7,95,73,21,83.5,32.9,19.8,25.4
I,9,95,67,20,88.5,37.9,17.2,27
I,9,95,70,25,84.5,38.1,15.8,27.1
I,8,97,73,25,85.2,32.6,19.3,30.2
I,9,98,78,24,102.2,44.1,20.599999999999998,34.9
I,9,103,81,26,114.6,42.6,26.8,39
I,8,104,83,28.000000000000004,127.69999999999999,58.9,28.1,34.2
I,10,105,81,25,131.4,59.699999999999996,30.099999999999998,33.6
F,10,105,85,28.000000000000004,174.70000000000002,84.1,36.4,44.5
I,9,106,85,26,156.20000000000002,78.10000000000001,40.1,43
I,9,106,84,28.000000000000004,135.3,51.2,37.1,41.6
M,9,106,82,25,153.8,69.19999999999999,34.599999999999994,43
I,11,106,79,25,124.70000000000002,59.5,21.6,39
M,7,107,81,28.000000000000004,146.3,67.2,31.2,38
I,10,107,90,31,161.5,73.1,29.599999999999998,51.9
M,9,109.00000000000001,82,28.000000000000004,147.4,69.8,30,42.4
F,10,109.00000000000001,82,25,130.8,58.9,26.3,41
I,10,110.00000000000001,83,30,158.29999999999998,70.7,35.199999999999996,47.199999999999996
I,8,110.00000000000001,90,28.000000000000004,150.6,68.89999999999999,26.5,48
I,9,110.00000000000001,80,27,143.4,66.3,29.9,44.2
I,9,111.00000000000001,86,30,156.6,69,35.099999999999994,49.4
I,9,114.99999999999999,90,28.999999999999996,174.4,93.5,36,43.4
I,8,114.99999999999999,88,30,196.6,97.2,43,47.8
F,11,117,84,31,206.8,87.4,44.5,64
F,10,117,93,28.999999999999996,197.10000000000002,86.5,42.9,56.89999999999999
I,9,117,92,28.000000000000004,152.7,65.2,30.599999999999998,53
M,8,118,93,27,197.9,84.7,39.800000000000004,56.00000000000001
I,10,119,94,27,187.3,86.8,36.8,57.4
F,10,119,88,27,192.79999999999998,100.1,34.300000000000004,51.5
F,10,119,92,31,209.10000000000002,91.3,48,61.7
F,12,119,90,33,216.2,98,50.5,55.800000000000004
M,10,120,94,32,202.4,88.2,40.300000000000004,61
F,10,120,100,32,224.40000000000003,101.89999999999999,51.2,61.8
M,11,121,98,33,224.9,98.4,44.4,71.1
F,10,121,98,30,226.9,86.1,50.5,70
M,10,122,90,38,216.1,103.4,49.9,58.699999999999996
F,9,122,99,33,216.7,90.5,54.6,63.4
M,11,123,94,35,248.4,113.5,57.4,63.4
M,11,124,100,36,278.3,145.2,55.900000000000006,66.4
M,10,124,105,31,217,90.8,39.300000000000004,70
I,11,124,94,31,193.2,89.4,34.2,56.8
M,10,124,96,33,217.1,96.2,51.5,61
F,14,125,97,27,260.5,122,53.5,72.1
I,11,125,97,32,229.99999999999997,105.1,51.4,66.3
I,11,126,98,34,243.4,110.3,42.4,62
F,9,126,101,39,261.2,103.2,66.10000000000001,75
M,13,128,100,35,254.6,101.29999999999998,58.5,81
M,12,129,102,38,297.3,128.9,59.199999999999996,85
M,11,130,104,34,273.09999999999997,123.10000000000001,57.699999999999996,72
M,11,130,99,34,255.20000000000002,124.30000000000001,46.1,79.80000000000001
M,10,130,99,32,241.5,110.00000000000001,53.900000000000006,64
F,10,130,104,39,256.2,119.7,49.2,76.5
M,13,130,105,41,285.5,138,61.199999999999996,87.1
M,12,130,102,35,231,99.1,40.5,77
F,10,130,102,35,270,114.99999999999999,63.1,77.7
M,11,130,105,38,273.7,119.5,59.199999999999996,80
F,10,132,106,34,286.2,124.4,61.8,79.60000000000001
M,10,132,102,36,252.2,100,46.7,67.80000000000001
F,11,133,108,39,352.8,170.1,72.3,94
F,11,134,102,31,255.6,112.1,60.9,71.6
M,11,134,108,39,243.4,106.4,54.7,66.3
F,9,134,108,40,292,128.7,65.60000000000001,83.3
F,11,135,107,37,311.5,140.7,80.4,80
M,11,135,102,34,305.4,161.8,63.6,68.2
F,9,135,106,39,299.7,124,75,85
M,10,137,110.00000000000001,38,377,178,82,97.89999999999999
M,11,137,107,35,286.4,127.4,49.4,92
M,11,141,110.00000000000001,42,287.7,131,65.10000000000001,92.4
F,10,141,106,34,312.8,122.39999999999999,78.8,88
M,11,142,111.00000000000001,35,428,249.10000000000002,74.5,86.8
F,11,145,112.00000000000001,37,358.40000000000003,174.6,73.4,87
M,11,156,120,42,509.6,238.89999999999998,114.9,134.9
I,5,47,26,15,31.7,13.700000000000001,7.3999999999999995,9.3
I,7,70,50,20,80.30000000000001,34.5,12.6,25.1
I,7,72,50,23,93,42,21.099999999999998,25.6
I,7,76,56.00000000000001,19,57.699999999999996,33,8.7,13.4
F,7,76,64,23,129.5,64.60000000000001,26.5,32.800000000000004
M,9,86,62,26,129.7,54.7,32.6,36.8
I,9,93,72,21,90.4,44,31.8,20.7
I,9,94,71,24,98.3,35.3,22.5,26.5
F,7,97,73,30,182.9,82.89999999999999,39.800000000000004,54.6
M,9,99,75,31,195.2,90,45.7,49.5
I,8,100,79,28.999999999999996,157.29999999999998,66.4,36.3,49.1
M,7,101,80,30,155,68.89999999999999,31.4,37
I,10,102,75,30,168.3,76.9,31.2,51
M,9,102,76,27,136.20000000000002,68.7,28.4,34
M,9,103,74,23,122.9,68.30000000000001,31,29.2
F,9,110.00000000000001,83,36,233.1,100.4,60.199999999999996,62.2
F,10,114.99999999999999,84,38,352.8,182.8,75.4,81.89999999999999
M,10,121,91,32,224.29999999999998,106.60000000000001,54.6,54.2
M,10,123,101,33,233.4,97.89999999999999,59.099999999999994,69
M,9,123,95,30,207.50000000000003,95.19999999999999,46.5,56.599999999999994
M,10,125,96,36,244.60000000000002,112.99999999999999,59.5,67.5
M,9,125,94,30,224.8,111.20000000000002,46.300000000000004,57.4
F,9,127,101,34,252.70000000000002,102.4,64.4,71
F,9,130,105,33,247.6,129.4,49.7,60.099999999999994
F,11,130,100,34,280.90000000000003,138.79999999999998,63.6,64.7
F,12,134,105,39,274,121.30000000000001,59.099999999999994,81.39999999999999
F,13,139,105,41,363.7,163.79999999999998,80.5,90.5
F,12,141,111.00000000000001,39,350.5,142.1,84.3,103.2
I,5,55.00000000000001,41,13,20.200000000000003,8.200000000000001,4.2,6.800000000000001
I,5,56.99999999999999,41,14.000000000000002,21.2,7.8,5.7,6.800000000000001
I,7,72,53,17,37.3,13.5,7.3999999999999995,12.3
I,6,77,57.99999999999999,20,51.5,20,12.2,17.2
I,6,80,63,20,64.5,28.599999999999998,14.7,18.2
I,7,86,66,19,64,23.599999999999998,13,24.6
I,8,87,75,22,83.1,34,15.2,28.999999999999996
I,7,90,67,23,78.7,39,14.2,22
I,8,95,71,27,95.5,42.9,18,28.7
I,8,95,72,22,90.4,38.2,19.8,26
I,8,97,74,28.000000000000004,101.29999999999998,48.5,17.599999999999998,29.299999999999997
I,8,102,79,21,110.5,46.800000000000004,25.4,33
I,9,103,78,24,112.99999999999999,47,27,35.8
I,10,104,82,28.000000000000004,139.79999999999998,67.9,25.8,38.9
I,9,105,80,28.000000000000004,121.10000000000001,52.1,21.6,42
M,9,106,85,31,158.1,61.4,34.2,51.9
M,9,106,85,26,140.39999999999998,59.5,27.900000000000002,44
M,10,106,84,27,135,58.8,31.2,36.5
I,8,106,79,23,95,40.5,20.200000000000003,29.599999999999998
I,11,106,82,30,122.39999999999999,48.699999999999996,30.5,37.9
